MODEL	VAR_ID	POST_BETA	POST_SE	MAINEFFS
42	16	-0.0855559	0.0204808	8
42	17	-0.0136736	0.0204937	9
42	15	-0.0259268	0.0204878	12
42	7	0.0563156	0.0204834	14
42	19	0.0452839	0.020482	15
43	0	0	0	-1
43	3	0.0825025	0.0204663	2
43	16	-0.0620579	0.0204534	8
43	17	-0.0903136	0.0204663	9
43	15	-0.0568167	0.0204604	12
43	7	0.059609	0.020456	14
43	19	0.0266397	0.0204546	15
44	0	0	0	-1
44	3	0.0479569	0.0218372	2
44	16	-0.0611932	0.0218216	8
44	17	-0.0968867	0.0218372	9
44	15	-0.107546	0.02183	12
44	7	0.0402669	0.0218247	14
44	19	0.0189582	0.021823	15
45	0	0	0	-1
45	3	0.0455918	0.0214932	2
45	16	-0.027674	0.0214784	8
45	17	-0.0709489	0.0214932	9
45	15	-0.0255039	0.0214864	12
45	7	0.0424216	0.0214813	14
45	19	0.0339949	0.0214797	15
46	0	0	0	-1
46	3	0.106426	0.0192312	2
46	16	-0.0577639	0.0192206	8
46	17	-0.0834926	0.0192312	9
46	15	-0.0104088	0.0192263	12
46	7	0.0560527	0.0192227	14
46	19	0.0198616	0.0192216	15
47	0	0	0	-1
47	3	0.101467	0.0210223	2
47	16	-0.034144	0.0210078	8
47	17	-0.103099	0.0210225	9
47	11	0.0738392	0.0210063	10
47	7	0.0349176	0.0210077	14
47	19	0.064531	0.0210073	15
48	0	0	0	-1
48	3	0.0888293	0.0216553	2
48	16	-0.0354053	0.0216395	8
48	17	-0.0913826	0.0216556	9
48	11	-0.00849663	0.0216379	10
48	7	0.0206696	0.0216394	14
48	19	0.0493479	0.021639	15
49	0	0	0	-1
49	3	0.105489	0.0193604	2
49	6	0.039262	0.0193516	5
49	16	-0.0327873	0.019352	8
49	17	-0.109128	0.0193615	9
49	11	-0.0169585	0.0193471	10
49	7	0.0942642	0.0193491	14
49	19	0.0225806	0.0193484	15
50	0	0	0	-1
50	3	0.0877885	0.0188465	2
50	6	-0.00242767	0.0188384	5
50	16	0.00282259	0.0188388	8
50	17	-0.0936512	0.0188475	9
50	11	0.0343441	0.0188343	10
50	7	0.0491974	0.0188361	14
50	19	0.0721147	0.0188355	15
51	0	0	0	-1
51	3	0.0808515	0.0210652	2
51	6	0.0127475	0.0210539	5
51	16	-0.00956605	0.0210544	8
51	17	-0.0713764	0.0210667	9
51	11	0.0338208	0.0210482	10
51	7	0.0459072	0.0210506	14
51	19	0.035153	0.0210498	15
52	0	0	0	-1
52	3	0.0557673	0.0207384	2
52	6	0.00656566	0.0207276	5
52	16	-0.00933742	0.0207281	8
52	17	-0.0816582	0.0207398	9
52	11	0.0288028	0.0207222	10
52	7	0.0461302	0.0207245	14
52	19	0.099101	0.0207237	15
53	0	0	0	-1
53	3	0.0663412	0.0212465	2
53	6	0.0154663	0.0212349	5
53	16	-0.0298212	0.0212354	8
53	17	-0.0741624	0.021248	9
53	11	0.0544679	0.021229	10
53	7	0.035036	0.0212315	14
53	19	0.0362751	0.0212307	15
54	0	0	0	-1
54	3	0.0787502	0.0194249	2
54	6	0.0462981	0.0194161	5
54	16	-0.0203417	0.0194165	8
54	17	-0.10276	0.0194261	9
54	11	0.0333508	0.0194116	10
54	7	0.0548242	0.0194135	14
54	19	0.0225679	0.0194129	15
55	0	0	0	-1
55	3	0.0622196	0.0210661	2
55	6	0.0135474	0.0210548	5
55	16	-0.00568437	0.0210554	8
55	17	-0.0746628	0.0210676	9
55	11	0.0466574	0.0210491	10
55	7	0.00099095	0.0210516	14
55	19	0.0611305	0.0210508	15
56	0	0	0	-1
56	3	0.0667648	0.0218084	2
56	6	0.0228049	0.0217986	5
56	14	-0.0516693	0.0215042	6
56	16	-0.0568212	0.0217965	8
56	17	-0.0182971	0.0218115	9
56	11	0.0243624	0.0217884	10
56	7	0.0729823	0.021794	14
56	19	0.0354583	0.0217901	15
56	20	0.0468555	0.0214845	6 9
57	0	0	0	-1
57	3	0.0644351	0.0213106	2
57	6	-0.0114817	0.0213015	5
57	14	-0.0410389	0.0208362	6
57	16	-0.067036	0.0212995	8
57	17	-0.0724673	0.0213135	9
57	11	0.0301117	0.0212919	10
57	7	0.0625866	0.0212971	14
57	19	0.0808657	0.0212935	15
57	20	0.0382863	0.0208183	6 9
58	0	0	0	-1
58	3	0.0951982	0.022153	2
58	6	0.00845149	0.0221427	5
58	14	0.00618381	0.0220321	6
58	16	-0.060828	0.0221405	8
58	17	-0.0411583	0.0221563	9
58	11	0.0429444	0.022132	10
58	7	0.0725204	0.0221378	14
58	19	0.0431496	0.0221338	15
58	20	0.0625394	0.0220109	6 9
59	0	0	0	-1
59	3	0.0873808	0.0215405	2
59	6	-0.0302528	0.0215311	5
59	14	-0.0580508	0.0211308	6
59	16	-0.0476623	0.0215291	8
59	17	-0.0969404	0.0215435	9
59	11	0.0357529	0.0215212	10
59	7	0.0469313	0.0215266	14
59	19	0.0823772	0.0215228	15
59	20	0.0283354	0.0211122	6 9
60	0	0	0	-1
60	3	0.0653352	0.0214457	2
60	6	0.0226808	0.0214364	5
60	14	-0.0279739	0.0210958	6
60	16	-0.0248191	0.0214345	8
60	17	-0.0169075	0.0214487	9
60	11	0.0444162	0.0214267	10
60	7	0.0637445	0.021432	14
60	19	0.0428531	0.0214283	15
60	20	0.00695348	0.0210773	6 9
61	0	0	0	-1
61	3	0.0707681	0.0209653	2
61	6	0.0379129	0.0209566	5
61	14	-0.0356298	0.02029	6
61	16	-0.0669979	0.0209548	8
61	17	-0.0568384	0.0209681	9
61	11	-0.00411032	0.0209476	10
61	7	0.0445685	0.0209525	14
61	19	0.0500284	0.0209491	15
61	20	0.00915531	0.0202735	6 9
62	0	0	0	-1
62	3	0.0618719	0.0212703	2
62	6	-0.0196661	0.0212613	5
62	14	-0.0394396	0.0208106	6
62	16	-0.0231446	0.0212593	8
62	17	-0.0995274	0.0212733	9
62	11	0.0400392	0.0212518	10
62	7	0.0168033	0.021257	14
62	19	0.0316496	0.0212534	15
62	20	0.0236415	0.0207928	6 9
63	0	0	0	-1
63	3	0.0214531	0.0218292	2
63	6	0.0387623	0.0218179	5
63	14	-0.0345949	0.0218192	6
63	16	0.000609408	0.0218177	8
63	17	-0.0718129	0.0218301	9
63	11	-0.00356438	0.0218105	10
63	15	-0.0647091	0.0218217	12
63	7	0.0224926	0.0218187	14
63	19	0.0458999	0.0218143	15
64	0	0	0	-1
64	3	0.0446744	0.0208835	2
64	6	-0.00405033	0.0208734	5
64	16	-0.0148501	0.020876	8
64	17	-0.0865345	0.0208859	9
64	11	-0.00612078	0.0208672	10
64	12	0.0287968	0.0208703	11
64	15	-0.0228352	0.0208766	12
64	7	0.0670262	0.0208758	14
64	19	0.0274073	0.0208721	15
65	0	0	0	-1
65	3	0.0831592	0.0212073	2
65	6	-0.0131376	0.0211967	5
65	16	-0.0262712	0.0211995	8
65	17	-0.0764953	0.0212098	9
65	11	-0.000222473	0.0211903	10
65	12	-0.0380903	0.0211935	11
65	15	-0.0534501	0.0212001	12
65	7	0.0390318	0.0211993	14
65	19	0.042137	0.0211954	15
66	0	0	0	-1
66	3	0.0373591	0.020189	2
66	6	-0.0237888	0.0201799	5
66	16	-0.0720208	0.0201823	8
66	17	-0.0823849	0.0201912	9
66	11	-0.00867775	0.0201743	10
66	12	-0.0438559	0.0201771	11
66	15	-0.0186663	0.0201828	12
66	7	0.0469433	0.0201821	14
66	19	0.0399619	0.0201787	15
67	0	0	0	-1
67	3	0.0719199	0.0197929	2
67	6	0.0372297	0.0197842	5
67	16	-0.0738495	0.0197865	8
67	17	-0.0636617	0.0197949	9
67	11	0.00708123	0.019779	10
67	12	-0.0707374	0.0197816	11
67	15	-0.0550146	0.019787	12
67	7	0.0645446	0.0197863	14
67	19	0.0256465	0.0197832	15
68	0	0	0	-1
68	3	0.0558252	0.0209353	2
68	6	0.027837	0.0209251	5
68	16	-0.0347819	0.0209277	8
68	17	-0.116721	0.0209376	9
68	11	0.0495153	0.0209189	10
68	12	-0.0258662	0.020922	11
68	15	-0.0487667	0.0209283	12
68	7	0.0791739	0.0209276	14
68	19	0.0212143	0.0209238	15
69	0	0	0	-1
69	3	0.056329	0.0211293	2
69	6	0.00900505	0.0211188	5
69	16	-0.051375	0.0211216	8
69	17	-0.0706335	0.0211317	9
69	11	0.0159446	0.0211124	10
69	12	-0.0205218	0.0211156	11
69	15	-0.0613503	0.0211221	12
69	7	0.0407523	0.0211214	14
69	19	0.0892032	0.0211175	15
70	0	0	0	-1
70	3	0.0618186	0.0220896	2
70	6	0.0347893	0.022079	5
70	14	0.00237652	0.0220868	6
70	16	-0.0310547	0.0220798	8
70	17	-0.0837411	0.0220916	9
70	11	-0.0040817	0.0220694	10
70	12	-0.0143088	0.0220817	11
70	7	0.0755673	0.022075	14
70	19	0.00124079	0.0220734	15
71	0	0	0	-1
71	3	0.041014	0.0192057	2
71	4	0.0439621	0.019192	3
71	6	0.010733	0.0191972	5
71	14	-0.00725501	0.0192032	6
71	16	-0.053798	0.0191978	8
71	17	-0.053028	0.0192045	9
71	11	0.0300871	0.0191929	10
71	12	-0.00846962	0.0191985	11
71	7	0.0668615	0.0191952	14
72	0	0	0	-1
72	3	0.101306	0.020749	2
72	4	0.034131	0.0207315	3
72	6	0.00487487	0.0207372	5
72	16	-0.0270066	0.0207393	8
72	17	-0.066128	0.0207495	9
72	11	0.0016192	0.0207331	10
72	12	-0.0209591	0.0207333	11
72	7	0.0090578	0.0207346	14
72	19	0.0476646	0.0207338	15
73	0	0	0	-1
73	3	0.0984303	0.0206667	2
73	4	0.0503402	0.0206495	3
73	6	-0.0551421	0.0206551	5
73	16	-0.0354812	0.0206572	8
73	17	-0.107736	0.0206673	9
73	11	0.0337933	0.020651	10
73	12	-0.00330217	0.0206512	11
73	7	0.0324334	0.0206525	14
73	19	0.0546665	0.0206517	15
74	0	0	0	-1
74	3	0.050027	0.0200888	2
74	4	0.0122893	0.0200729	3
74	6	-0.000114718	0.0200781	5
74	16	-0.0372727	0.02008	8
74	17	-0.0978378	0.0200893	9
74	11	0.035423	0.0200743	10
74	12	-0.0353455	0.0200745	11
74	7	0.0632786	0.0200757	14
74	19	0.043275	0.020075	15
75	0	0	0	-1
75	3	0.0461077	0.0201534	2
75	4	0.0327294	0.0201373	3
75	6	0.0197222	0.0201425	5
75	16	-0.0408428	0.0201445	8
75	17	-0.0417987	0.0201539	9
75	11	0.0320189	0.0201388	10
75	12	-0.0371508	0.020139	11
75	7	0.0256668	0.0201402	14
75	19	0.0342729	0.0201394	15
76	0	0	0	-1
76	3	0.0956249	0.0206011	2
76	4	0.0115887	0.020584	3
76	6	0.0386086	0.0205896	5
76	16	-0.0753469	0.0205917	8
76	17	-0.0528152	0.0206016	9
76	11	0.0616395	0.0205855	10
76	12	-0.0208397	0.0205857	11
76	7	0.0665842	0.020587	14
76	19	0.0571311	0.0205862	15
77	0	0	0	-1
77	1	-0.0113974	0.0207178	0
77	3	0.101431	0.0207304	2
77	4	0.0026209	0.0207139	3
77	6	0.00335649	0.0207155	5
77	17	-0.0992533	0.0207317	9
77	11	0.0240759	0.0207166	10
77	12	-0.0185434	0.0207153	11
77	7	0.0623335	0.0207193	14
77	19	0.0206865	0.0207166	15
78	0	0	0	-1
78	1	0.0265189	0.0204896	0
78	3	0.0564276	0.0205019	2
78	4	0.00664197	0.0204859	3
78	6	-0.000874143	0.0204874	5
78	17	-0.0604225	0.0205031	9
78	11	0.0539981	0.0204885	10
78	12	0.00800658	0.0204873	11
78	7	0.0644381	0.0204911	14
78	19	0.0391139	0.0204885	15
79	0	0	0	-1
79	1	0.0226928	0.0209051	0
79	3	0.0783099	0.0209181	2
79	4	0.0280525	0.0209011	3
79	6	-0.0257186	0.0209027	5
79	17	-0.0443989	0.0209194	9
79	11	0.0401959	0.0209039	10
79	12	-0.0595014	0.0209026	11
79	7	-0.00031506	0.0209067	14
79	19	0.0590258	0.0209039	15
80	0	0	0	-1
80	1	0.021672	0.0194699	0
80	3	0.0342833	0.0194821	2
80	4	-0.007505	0.0194675	3
80	17	-0.0314389	0.0194828	9
80	11	0.0477693	0.0194695	10
80	12	-0.05378	0.019468	11
80	13	0.0122328	0.0194679	13
80	7	0.0392002	0.0194711	14
80	19	0.0573235	0.0194692	15
81	0	0	0	-1
81	1	-0.0247443	0.0203853	0
81	3	0.0867636	0.0203986	2
81	4	0.0332441	0.0203822	3
81	16	-0.0443317	0.0203854	8
81	17	-0.0633483	0.0203975	9
81	11	0.0548791	0.0203836	10
81	12	0.0027158	0.020384	11
81	13	-0.0145166	0.0203819	13
81	7	0.0738502	0.0203859	14
82	0	0	0	-1
82	1	0.0233148	0.0211948	0
82	3	0.0538221	0.0212098	2
82	4	0.00501137	0.0211913	3
82	16	-0.0522128	0.021195	8
82	17	-0.0397432	0.0212086	9
82	11	0.013804	0.0211929	10
82	12	0.00229462	0.0211933	11
82	13	-0.0348138	0.021191	13
82	7	0.0525818	0.0211955	14
83	0	0	0	-1
83	1	-0.0296464	0.0216621	0
83	3	0.0253013	0.021678	2
83	4	0.00557726	0.0216583	3
83	16	-0.0592208	0.0216622	8
83	17	-0.0873043	0.0216767	9
83	11	0.048788	0.02166	10
83	12	-0.000663814	0.0216604	11
83	13	-0.025297	0.0216579	13
83	7	0.0584232	0.0216628	14
84	0	0	0	-1
84	1	-0.00350532	0.0203513	0
84	3	0.0812942	0.0203645	2
84	4	0.037984	0.0203481	3
84	16	-0.056363	0.0203514	8
84	17	-0.0635471	0.0203635	9
84	11	0.0264943	0.0203496	10
84	12	-0.0254897	0.0203499	11
84	13	-0.0138845	0.0203478	13
84	7	0.0800644	0.0203519	14
85	0	0	0	-1
85	1	0.0196207	0.0221963	0
85	3	0.0567801	0.0222157	2
85	4	0.00903139	0.0221946	3
85	16	-0.00224687	0.0221957	8
85	17	-0.0758534	0.0222131	9
85	11	0.0938286	0.0221961	10
85	13	0.00212994	0.0221934	13
85	7	0.0530916	0.0221973	14
86	0	0	0	-1
86	1	-0.0136155	0.0215465	0
86	3	0.0813343	0.0215661	2
86	4	0.0421479	0.0215422	3
86	6	0.00389921	0.0215486	5
86	16	-0.0285988	0.0215523	8
86	17	-0.0831589	0.0215651	9
86	13	-0.0330111	0.0215444	13
86	7	0.0450609	0.0215479	14
87	0	0	0	-1
87	1	0.0815304	0.0197091	0
87	3	0.0624329	0.0197241	2
87	4	0.0082873	0.0197059	3
87	6	-0.0133675	0.0197108	5
87	16	0.000687867	0.0197136	8
87	17	-0.0827978	0.0197234	9
87	13	0.0250395	0.0197076	13
87	7	0.0890103	0.0197102	14
88	0	0	0	-1
88	1	-0.0280553	0.0205387	0
88	3	0.0662691	0.0205529	2
88	4	-0.024898	0.0205356	3
88	6	-0.0132386	0.02054	5
88	16	-0.0496738	0.0205431	8
88	17	-0.0674718	0.0205511	9
88	15	-0.0591612	0.0205434	12
88	7	0.048383	0.0205434	14
89	0	0	0	-1
89	1	0.0258414	0.0212768	0
89	3	0.0745943	0.0212924	2
89	4	0.0686784	0.0212798	3
89	6	0.0266597	0.0212743	5
89	8	0.000281076	0.0212841	7
89	16	-0.047257	0.0212787	8
89	17	-0.0822049	0.0212956	9
89	15	-0.0361323	0.0212794	12
89	7	0.0414248	0.0212801	14
89	22	-0.0374703	0.0214568	3 7
90	0	0	0	-1
90	1	0.00218125	0.0211605	0
90	3	0.0855443	0.0211758	2
90	4	-0.0345536	0.0211635	3
90	6	0.0642175	0.021158	5
90	8	0.0328118	0.0211676	7
90	16	-0.0222606	0.0211623	8
90	17	-0.0721448	0.021179	9
90	15	-0.0120001	0.0211631	12
90	7	0.0525902	0.0211637	14
90	22	-0.0106444	0.0213375	3 7
91	0	0	0	-1
91	1	0.0142063	0.019793	0
91	3	0.0737288	0.0198055	2
91	4	0.0113441	0.0197954	3
91	6	0.000402648	0.0197909	5
91	8	0.048968	0.0197988	7
91	16	-0.0372777	0.0197944	8
91	17	-0.0595512	0.0198081	9
91	15	-0.0361109	0.019795	12
91	7	0.0619439	0.0197956	14
91	22	-0.0563993	0.0199376	3 7
92	0	0	0	-1
92	1	0.0386235	0.0207454	0
92	3	0.0530391	0.0207598	2
92	4	0.0105907	0.0207482	3
92	6	0.0312959	0.020743	5
92	8	-0.0119274	0.0207521	7
92	16	-0.0339723	0.0207471	8
92	17	-0.0940216	0.0207628	9
92	15	0.012621	0.0207478	12
92	7	0.0288692	0.0207484	14
92	22	-0.0206308	0.0209121	3 7
93	0	0	0	-1
93	1	0.0570936	0.0207133	0
93	3	0.0777118	0.0207276	2
93	4	-8.24464e-05	0.0207161	3
93	6	-0.016236	0.0207109	5
93	8	0.0335162	0.02072	7
93	16	-0.053498	0.020715	8
93	17	-0.10601	0.0207306	9
93	15	-0.0369227	0.0207157	12
93	7	0.0540279	0.0207163	14
93	22	-0.0334692	0.0208792	3 7
94	0	0	0	-1
94	1	-0.00169161	0.0202308	0
94	3	0.0875691	0.0202442	2
94	4	0.0101119	0.0202334	3
94	6	0.00967328	0.0202286	5
94	8	-0.00377228	0.020237	7
94	16	-0.00806521	0.0202324	8
94	17	-0.0554958	0.020247	9
94	15	-0.0634867	0.020233	12
94	7	0.0170294	0.0202336	14
94	22	-0.0808023	0.0203853	3 7
95	0	0	0	-1
95	1	-0.00452061	0.0204136	0
95	3	0.0659504	0.0204273	2
95	4	-0.0103098	0.0204162	3
95	6	-0.00395519	0.0204113	5
95	8	0.0143916	0.02042	7
95	16	-0.0328045	0.0204152	8
95	17	-0.0693689	0.0204302	9
95	15	-0.074831	0.0204158	12
95	7	0.0493698	0.0204164	14
95	22	-0.0543575	0.0205723	3 7
96	0	0	0	-1
96	1	0.00971455	0.0208569	0
96	3	0.0842595	0.0208716	2
96	4	0.0394531	0.0208598	3
96	6	0.00518487	0.0208545	5
96	8	-0.00658939	0.0208637	7
96	16	-0.0754525	0.0208586	8
96	17	-0.0895708	0.0208746	9
96	15	-0.0388393	0.0208593	12
96	7	0.0822358	0.02086	14
96	22	-0.039441	0.0210263	3 7
97	0	0	0	-1
97	1	0.0112127	0.0206865	0
97	3	0.0844464	0.0206999	2
97	4	0.00157347	0.0206877	3
97	6	0.0248064	0.0206848	5
97	14	-0.0440668	0.0206912	6
97	8	0.0513497	0.0206939	7
97	16	-0.0285519	0.020687	8
97	17	-0.0865862	0.0207023	9
97	15	-0.0587025	0.0206885	12
97	7	0.02517	0.0206887	14
97	22	-0.0492644	0.0208502	3 7
98	0	0	0	-1
98	1	0.013156	0.0204913	0
98	3	0.0700214	0.0205044	2
98	4	0.0384682	0.0204925	3
98	6	-0.00836481	0.0204897	5
98	14	-0.062587	0.0204959	6
98	8	0.0476848	0.0204986	7
98	16	-0.0343352	0.0204918	8
98	17	-0.0709909	0.0205067	9
